datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18;D19;F19;D20;F20;D21;F21;D22;F22;D23;F23;D24;F24;D25;F25;D26;F26;D27;F27
26.09.2021;Bundestagswahl;14713000;;Stadt Leipzig;583;583;311432;143846;0;455278;348576;136853;2990;345586;2320;346256;47117;46104;63645;48514;66374;47356;63319;72382;26668;35099;52773;64112;0;7289;8616;6328;0;521;5887;4833;923;1714;1132;689;0;595;556;350;5061;4768;0;352;0;342;0;326;1469;829;0;1131;0;1245;0;1377;1014;0;193;0;623;0;52;0;164;0
