,Gebiet,Sachmerkmal,Jahr,Nettoeinkommen
717,Boehlitz-Ehrenberg,Haushaltseinkommen,2019,"2115,71543483668"
718,Burghausen-Rueckmarsdorf,Haushaltseinkommen,2019,"2572,55797890112"
719,Moeckern,Haushaltseinkommen,2019,"2335,86609964831"
720,Wahren,Haushaltseinkommen,2019,"2190,13274244203"
721,Luetzschena-Stahmeln,Haushaltseinkommen,2019,"2962,80953914344"
722,Lindenthal,Haushaltseinkommen,2019,"1972,38497214338"
723,Gohlis-Sued,Haushaltseinkommen,2019,"2503,28031525851"
724,Gohlis-Mitte,Haushaltseinkommen,2019,"2224,03343528129"
725,Gohlis-Nord,Haushaltseinkommen,2019,"1987,84340129434"
726,Eutritzsch,Haushaltseinkommen,2019,"1963,37885845533"
727,Seehausen,Haushaltseinkommen,2019,"2676,94475611908"
728,Wiederitzsch,Haushaltseinkommen,2019,"3060,66474269771"
729,Mitte,Haushaltseinkommen,2019,"2033,70496359742"
730,Nordost,Haushaltseinkommen,2019,"1658,76841686627"
731,Ost,Haushaltseinkommen,2019,"1640,38373893781"
732,Suedost,Haushaltseinkommen,2019,"1841,43245633677"
733,Sued,Haushaltseinkommen,2019,"2013,44010484014"
734,Suedwest,Haushaltseinkommen,2019,"2167,86281219855"
735,West,Haushaltseinkommen,2019,"1437,84769481603"
736,Alt-West,Haushaltseinkommen,2019,"1941,81058067859"
737,Nordwest,Haushaltseinkommen,2019,"2060,39025233345"
738,Nord,Haushaltseinkommen,2019,"2217,32243655861"
739,Stadt Leipzig,Haushaltseinkommen,2019,"1891,2279864833"
740,Zentrum,Persoenliches Einkommen,2021,2000
741,Zentrum-Ost,Persoenliches Einkommen,2021,2100
742,Zentrum-Suedost,Persoenliches Einkommen,2021,1400
743,Zentrum-Sued,Persoenliches Einkommen,2021,2200
744,Zentrum-West,Persoenliches Einkommen,2021,1950
745,Zentrum-Nordwest,Persoenliches Einkommen,2021,2200
746,Zentrum-Nord,Persoenliches Einkommen,2021,1760
747,Schoenefeld-Abtnaundorf,Persoenliches Einkommen,2021,1600
748,Schoenefeld-Ost,Persoenliches Einkommen,2021,1500
749,Mockau-Sued,Persoenliches Einkommen,2021,1700
750,Mockau-Nord,Persoenliches Einkommen,2021,1500
751,Thekla,Persoenliches Einkommen,2021,1700
752,Plaussig-Portitz,Persoenliches Einkommen,2021,2000
753,Neustadt-Neuschoenefeld,Persoenliches Einkommen,2021,1500
754,Volkmarsdorf,Persoenliches Einkommen,2021,1500
755,Anger-Crottendorf,Persoenliches Einkommen,2021,1485
756,Sellerhausen-Stuenz,Persoenliches Einkommen,2021,1950
757,Paunsdorf,Persoenliches Einkommen,2021,1300
758,Heiterblick,Persoenliches Einkommen,2021,2000
759,Moelkau,Persoenliches Einkommen,2021,1892
760,Engelsdorf,Persoenliches Einkommen,2021,2000
761,Baalsdorf,Persoenliches Einkommen,2021,1900
762,Althen-Kleinpoesna,Persoenliches Einkommen,2021,1551
763,Reudnitz-Thonberg,Persoenliches Einkommen,2021,1700
764,Stoetteritz,Persoenliches Einkommen,2021,1800
765,Probstheida,Persoenliches Einkommen,2021,2000
766,Meusdorf,Persoenliches Einkommen,2021,1700
767,Liebertwolkwitz,Persoenliches Einkommen,2021,1800
768,Holzhausen,Persoenliches Einkommen,2021,1800
769,Suedvorstadt,Persoenliches Einkommen,2021,1800
770,Connewitz,Persoenliches Einkommen,2021,1900
771,Marienbrunn,Persoenliches Einkommen,2021,1700
772,Loessnig,Persoenliches Einkommen,2021,1470
773,"Doelitz-Doesen,Persoenliches Einkommen,1149","80949230727""",2021,
774,"Schleussig,Persoenliches Einkommen,1164","56017966956""",2021,
775,"Plagwitz,Persoenliches Einkommen,1225","02248661079""",2021,
776,"Kleinzschocher,Persoenliches Einkommen,960","714072472308""",2021,
777,"Grosszschocher,Persoenliches Einkommen,1095","87639447864""",2021,
778,"Knautkleeberg-Knauthain,Persoenliches Einkommen,1150","6422073346""",2021,
779,"Hartmannsdorf-Knautnaundorf,Persoenliches Einkommen,1097","4459160057""",2021,
780,"Schoenau,Persoenliches Einkommen,1044","99386350261""",2021,
781,"Gruenau-Ost,Persoenliches Einkommen,1063","50109594185""",2021,
782,"Gruenau-Mitte,Persoenliches Einkommen,928","989237574649""",2021,
783,"Gruenau-Siedlung,Persoenliches Einkommen,1198","66100062977""",2021,
784,"Lausen-Gruenau,Persoenliches Einkommen,976","025968696877""",2021,
785,"Gruenau-Nord,Persoenliches Einkommen,895","112599069049""",2021,
786,"Miltitz,Persoenliches Einkommen,1181","71001321242""",2021,
787,"Lindenau,Persoenliches Einkommen,893","739774758912""",2021,
788,"Altlindenau,Persoenliches Einkommen,1025","93236873067""",2021,
789,"Neulindenau,Persoenliches Einkommen,1077","43033609746""",2021,
790,"Leutzsch,Persoenliches Einkommen,1133","13320492051""",2021,
791,"Boehlitz-Ehrenberg,Persoenliches Einkommen,1080","37539931653""",2021,
792,"Burghausen-Rueckmarsdorf,Persoenliches Einkommen,1153","49380836073""",2021,
793,"Moeckern,Persoenliches Einkommen,994","130490681782""",2021,
794,"Wahren,Persoenliches Einkommen,1111","27972870703""",2021,
795,"Luetzschena-Stahmeln,Persoenliches Einkommen,1107","99210573493""",2021,
796,"Lindenthal,Persoenliches Einkommen,1147","21505221923""",2021,
797,"Gohlis-Sued,Persoenliches Einkommen,1164","01892795164""",2021,
798,"Gohlis-Mitte,Persoenliches Einkommen,1240","11222698576""",2021,
799,"Gohlis-Nord,Persoenliches Einkommen,1158","22687294858""",2021,
800,"Eutritzsch,Persoenliches Einkommen,1170","86064854204""",2021,
801,"Seehausen,Persoenliches Einkommen,1215","85207009075""",2021,
802,"Wiederitzsch,Persoenliches Einkommen,1182","25930901437""",2021,
803,"Mitte,Persoenliches Einkommen,1232","61291070668""",2021,
804,"Nordost,Persoenliches Einkommen,997","115176850823""",2021,
805,"Ost,Persoenliches Einkommen,990","597956224431""",2021,
806,"Suedost,Persoenliches Einkommen,1022","17417273885""",2021,
807,"Sued,Persoenliches Einkommen,1086","11466049852""",2021,
808,"Suedwest,Persoenliches Einkommen,1084","33778742868""",2021,
809,"West,Persoenliches Einkommen,1028","50127157781""",2021,
810,"Alt-West,Persoenliches Einkommen,1060","35697905217""",2021,
811,"Nordwest,Persoenliches Einkommen,1006","9258674381""",2021,
812,"Nord,Persoenliches Einkommen,1201","27377553616""",2021,
813,"Stadt Leipzig,Persoenliches Einkommen,1066","01430298254""",2021,
814,"Zentrum,Haushaltseinkommen,1087","80187132455""",2021,
815,"Zentrum-Ost,Haushaltseinkommen,1466","06678370279""",2021,
816,"Zentrum-Suedost,Haushaltseinkommen,1202","33006688454""",2021,
817,"Zentrum-Sued,Haushaltseinkommen,1544","51700734588""",2021,
818,"Zentrum-West,Haushaltseinkommen,1530","99167808915""",2021,
819,"Zentrum-Nordwest,Haushaltseinkommen,2131","48217842793""",2021,
820,"Zentrum-Nord,Haushaltseinkommen,1471","54674208864""",2021,
821,"Schoenefeld-Abtnaundorf,Haushaltseinkommen,1096","48429727869""",2021,
822,"Schoenefeld-Ost,Haushaltseinkommen,1342","257274574""",2021,
823,"Mockau-Sued,Haushaltseinkommen,1269","23100664899""",2021,
824,"Mockau-Nord,Haushaltseinkommen,1236","96250899009""",2021,
825,"Thekla,Haushaltseinkommen,1370","00408535438""",2021,
826,"Plaussig-Portitz,Haushaltseinkommen,1900","90504995806""",2021,
827,Neustadt-Neuschoenefeld,Haushaltseinkommen,2021,1800
828,Volkmarsdorf,Haushaltseinkommen,2021,2000
829,Anger-Crottendorf,Haushaltseinkommen,2021,2000
830,Sellerhausen-Stuenz,Haushaltseinkommen,2021,2200
831,Paunsdorf,Haushaltseinkommen,2021,1500
832,Heiterblick,Haushaltseinkommen,2021,3000
833,Moelkau,Haushaltseinkommen,2021,3000
834,Engelsdorf,Haushaltseinkommen,2021,3000
835,Baalsdorf,Haushaltseinkommen,2021,3620
836,Althen-Kleinpoesna,Haushaltseinkommen,2021,2700
837,Reudnitz-Thonberg,Haushaltseinkommen,2021,2009
838,Stoetteritz,Haushaltseinkommen,2021,2340
839,Probstheida,Haushaltseinkommen,2021,2500
840,Meusdorf,Haushaltseinkommen,2021,2100
841,Liebertwolkwitz,Haushaltseinkommen,2021,2500
842,Holzhausen,Haushaltseinkommen,2021,2500
843,Suedvorstadt,Haushaltseinkommen,2021,2500
844,Connewitz,Haushaltseinkommen,2021,2200
845,Marienbrunn,Haushaltseinkommen,2021,2000
846,Loessnig,Haushaltseinkommen,2021,2100
847,Doelitz-Doesen,Haushaltseinkommen,2021,2300
848,Schleussig,Haushaltseinkommen,2021,2800
849,Plagwitz,Haushaltseinkommen,2021,2500
850,Kleinzschocher,Haushaltseinkommen,2021,1840
851,Grosszschocher,Haushaltseinkommen,2021,2265
852,Knautkleeberg-Knauthain,Haushaltseinkommen,2021,3200
853,Hartmannsdorf-Knautnaundorf,Haushaltseinkommen,2021,3400
854,Schoenau,Haushaltseinkommen,2021,2200
855,Gruenau-Ost,Haushaltseinkommen,2021,1900
856,Gruenau-Mitte,Haushaltseinkommen,2021,2000
857,Gruenau-Siedlung,Haushaltseinkommen,2021,3000
858,Lausen-Gruenau,Haushaltseinkommen,2021,2100
859,Gruenau-Nord,Haushaltseinkommen,2021,2000
860,Miltitz,Haushaltseinkommen,2021,2830
861,Lindenau,Haushaltseinkommen,2021,2000
862,Altlindenau,Haushaltseinkommen,2021,2000
863,Neulindenau,Haushaltseinkommen,2021,2100
864,Leutzsch,Haushaltseinkommen,2021,2300
865,Boehlitz-Ehrenberg,Haushaltseinkommen,2021,2400
866,Burghausen-Rueckmarsdorf,Haushaltseinkommen,2021,3000
867,Moeckern,Haushaltseinkommen,2021,2155
868,Wahren,Haushaltseinkommen,2021,2360
869,Luetzschena-Stahmeln,Haushaltseinkommen,2021,3000
870,Lindenthal,Haushaltseinkommen,2021,2200
871,Gohlis-Sued,Haushaltseinkommen,2021,2200
872,Gohlis-Mitte,Haushaltseinkommen,2021,2500
873,Gohlis-Nord,Haushaltseinkommen,2021,2250
874,Eutritzsch,Haushaltseinkommen,2021,2000
875,Seehausen,Haushaltseinkommen,2021,3000
876,Wiederitzsch,Haushaltseinkommen,2021,2500
877,Mitte,Haushaltseinkommen,2021,"2085,15846954289"
878,Nordost,Haushaltseinkommen,2021,"1874,04935593965"
879,Ost,Haushaltseinkommen,2021,"1963,23552730359"
880,Suedost,Haushaltseinkommen,2021,"2239,98924388035"
881,Sued,Haushaltseinkommen,2021,"2090,3855521987"
882,Suedwest,Haushaltseinkommen,2021,"2354,77400478394"
883,West,Haushaltseinkommen,2021,"1824,01077104773"
884,Alt-West,Haushaltseinkommen,2021,"2183,58724392336"
885,Nordwest,Haushaltseinkommen,2021,"2130,80717881989"
886,Nord,Haushaltseinkommen,2021,"2265,75995705396"
887,Stadt Leipzig,Haushaltseinkommen,2021,"2064,67147397644"
